Exercise Type,Duration (min),Calories Burned,Meal Type,Calories Intake,"Macros (Protein, Carbs, Fat)",Water Intake (L),Hours Slept,Sleep Quality,Diet Plan,Vegetarian Meal Suggestion,Non-Vegetarian Meal Suggestion
Strength Training,108,492,Breakfast,359,"11g Protein, 33g Carbs, 28g Fat",1.5,6,Good,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Shrimp and avocado salad
Strength Training,47,235,Snack,419,"28g Protein, 89g Carbs, 17g Fat",2.9,7,Fair,Balanced meal with lean protein.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Strength Training,84,170,Snack,446,"36g Protein, 97g Carbs, 10g Fat",2,4,Excellent,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Running,110,635,Breakfast,497,"24g Protein, 20g Carbs, 17g Fat",2.2,9,Excellent,Carb-heavy meal for recovery.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Cycling,91,673,Snack,278,"48g Protein, 48g Carbs, 9g Fat",3.3,7,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Running,16,274,Dinner,861,"48g Protein, 23g Carbs, 10g Fat",3.4,8,Excellent,Carb-heavy meal for recovery.,Avocado toast with seeds,Roasted turkey with wild rice and green beans
Strength Training,103,169,Breakfast,765,"26g Protein, 54g Carbs, 14g Fat",2.8,8,Good,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Beef stir-fry with vegetables
Yoga,115,118,Lunch,486,"14g Protein, 80g Carbs, 27g Fat",3.4,5,Excellent,Balanced meal with lean protein.,Greek yogurt with berries and granola,Roasted turkey with wild rice and green beans
Swimming,34,623,Snack,738,"47g Protein, 90g Carbs, 18g Fat",2.2,10,Fair,Standard balanced diet.,Avocado toast with seeds,Baked salmon with sweet potato and spinach
Swimming,100,350,Breakfast,230,"20g Protein, 64g Carbs, 17g Fat",2.7,5,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Shrimp and avocado salad
Yoga,96,385,Lunch,626,"28g Protein, 72g Carbs, 24g Fat",2.6,4,Fair,Balanced meal with lean protein.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Swimming,46,191,Dinner,913,"16g Protein, 51g Carbs, 11g Fat",1.2,5,Good,Standard balanced diet.,Vegetable omelet with spinach,Shrimp and avocado salad
Swimming,82,793,Snack,499,"48g Protein, 55g Carbs, 27g Fat",1.7,10,Fair,Standard balanced diet.,Quinoa salad with chickpeas and veggies,Shrimp and avocado salad
Yoga,114,329,Lunch,917,"21g Protein, 82g Carbs, 14g Fat",2.4,6,Excellent,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Running,54,593,Snack,392,"43g Protein, 82g Carbs, 30g Fat",1.9,9,Excellent,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Grilled chicken with quinoa and broccoli
Strength Training,74,657,Snack,251,"50g Protein, 38g Carbs, 22g Fat",1.9,4,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Tuna sandwich with whole-grain bread
Swimming,55,681,Breakfast,879,"13g Protein, 88g Carbs, 8g Fat",0.9,6,Excellent,Standard balanced diet.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Running,49,304,Dinner,853,"46g Protein, 45g Carbs, 11g Fat",2.6,9,Good,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Baked salmon with sweet potato and spinach
Swimming,45,124,Dinner,592,"45g Protein, 88g Carbs, 26g Fat",0.7,4,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Baked salmon with sweet potato and spinach
Strength Training,12,568,Breakfast,509,"34g Protein, 21g Carbs, 16g Fat",1.6,7,Fair,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Tuna sandwich with whole-grain bread
Swimming,33,248,Dinner,691,"14g Protein, 42g Carbs, 24g Fat",2.7,6,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Running,72,597,Lunch,648,"19g Protein, 100g Carbs, 24g Fat",1.2,10,Good,Carb-heavy meal for recovery.,Vegetable omelet with spinach,Baked salmon with sweet potato and spinach
Strength Training,23,640,Breakfast,711,"22g Protein, 40g Carbs, 21g Fat",3.3,5,Fair,Balanced meal with lean protein.,Greek yogurt with berries and granola,Roasted turkey with wild rice and green beans
Cycling,84,202,Breakfast,421,"23g Protein, 42g Carbs, 8g Fat",1.9,5,Good,Carb-heavy meal for recovery.,Avocado toast with seeds,Shrimp and avocado salad
Yoga,102,510,Dinner,617,"16g Protein, 38g Carbs, 19g Fat",2.3,7,Excellent,Balanced meal with lean protein.,Vegetable omelet with spinach,Beef stir-fry with vegetables
Yoga,27,92,Dinner,718,"14g Protein, 55g Carbs, 26g Fat",1.8,5,Fair,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Scrambled eggs with turkey sausage
Yoga,73,357,Lunch,509,"29g Protein, 60g Carbs, 27g Fat",1.4,5,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Shrimp and avocado salad
Yoga,17,233,Dinner,318,"23g Protein, 85g Carbs, 13g Fat",3.1,5,Good,Balanced meal with lean protein.,Vegetable omelet with spinach,Tuna sandwich with whole-grain bread
Yoga,38,143,Breakfast,622,"25g Protein, 20g Carbs, 18g Fat",3.1,8,Good,Balanced meal with lean protein.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Cycling,56,773,Lunch,685,"45g Protein, 80g Carbs, 9g Fat",3.3,7,Excellent,Carb-heavy meal for recovery.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Cycling,55,171,Breakfast,514,"13g Protein, 54g Carbs, 7g Fat",1.7,10,Fair,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Swimming,119,671,Dinner,385,"37g Protein, 46g Carbs, 7g Fat",0.8,6,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Strength Training,25,57,Dinner,609,"40g Protein, 40g Carbs, 24g Fat",1.5,8,Fair,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Tuna sandwich with whole-grain bread
Cycling,18,435,Breakfast,474,"14g Protein, 27g Carbs, 10g Fat",1.3,10,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Roasted turkey with wild rice and green beans
Strength Training,30,436,Dinner,339,"20g Protein, 72g Carbs, 11g Fat",2.1,5,Good,Balanced meal with lean protein.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Strength Training,66,370,Snack,288,"19g Protein, 77g Carbs, 27g Fat",2.2,6,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Scrambled eggs with turkey sausage
Swimming,76,351,Dinner,929,"45g Protein, 87g Carbs, 17g Fat",1,8,Good,Standard balanced diet.,Avocado toast with seeds,Roasted turkey with wild rice and green beans
Running,41,363,Snack,568,"49g Protein, 26g Carbs, 13g Fat",1.6,6,Fair,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Scrambled eggs with turkey sausage
Strength Training,37,303,Breakfast,884,"15g Protein, 99g Carbs, 22g Fat",1.8,9,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Grilled chicken with quinoa and broccoli
Swimming,43,92,Snack,865,"35g Protein, 62g Carbs, 13g Fat",0.6,9,Fair,Standard balanced diet.,Greek yogurt with berries and granola,Shrimp and avocado salad
Swimming,110,138,Breakfast,888,"24g Protein, 76g Carbs, 30g Fat",1.5,10,Excellent,Standard balanced diet.,Greek yogurt with berries and granola,Shrimp and avocado salad
Strength Training,89,134,Breakfast,957,"19g Protein, 47g Carbs, 10g Fat",0.7,7,Excellent,Balanced meal with lean protein.,Greek yogurt with berries and granola,Grilled chicken with quinoa and broccoli
Strength Training,110,773,Breakfast,935,"20g Protein, 43g Carbs, 7g Fat",0.7,4,Good,Balanced meal with lean protein.,Greek yogurt with berries and granola,Scrambled eggs with turkey sausage
Swimming,55,448,Lunch,417,"43g Protein, 83g Carbs, 25g Fat",1.5,9,Good,Standard balanced diet.,Vegetable omelet with spinach,Shrimp and avocado salad
Swimming,20,299,Breakfast,964,"11g Protein, 86g Carbs, 18g Fat",0.6,5,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Roasted turkey with wild rice and green beans
Running,19,263,Lunch,248,"31g Protein, 44g Carbs, 12g Fat",2.1,10,Excellent,Carb-heavy meal for recovery.,Quinoa salad with chickpeas and veggies,Grilled chicken with quinoa and broccoli
Cycling,67,380,Breakfast,926,"17g Protein, 83g Carbs, 22g Fat",2.4,4,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Scrambled eggs with turkey sausage
Running,88,75,Dinner,748,"16g Protein, 99g Carbs, 5g Fat",3.4,5,Fair,Carb-heavy meal for recovery.,Avocado toast with seeds,Beef stir-fry with vegetables
Yoga,20,390,Dinner,234,"42g Protein, 31g Carbs, 14g Fat",2.3,7,Excellent,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Grilled chicken with quinoa and broccoli
Running,94,528,Snack,362,"32g Protein, 93g Carbs, 6g Fat",1.3,8,Good,Carb-heavy meal for recovery.,Avocado toast with seeds,Beef stir-fry with vegetables
Cycling,35,148,Lunch,953,"49g Protein, 71g Carbs, 16g Fat",2,6,Excellent,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Grilled chicken with quinoa and broccoli
Yoga,43,275,Snack,573,"25g Protein, 89g Carbs, 25g Fat",2.1,6,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Tuna sandwich with whole-grain bread
Strength Training,116,236,Breakfast,817,"16g Protein, 67g Carbs, 11g Fat",2.8,5,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Baked salmon with sweet potato and spinach
Strength Training,45,138,Snack,955,"27g Protein, 71g Carbs, 10g Fat",3.3,8,Fair,Balanced meal with lean protein.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Running,73,772,Breakfast,825,"28g Protein, 100g Carbs, 26g Fat",2.6,4,Excellent,Carb-heavy meal for recovery.,Vegetable curry with quinoa,Scrambled eggs with turkey sausage
Swimming,86,98,Lunch,615,"24g Protein, 68g Carbs, 6g Fat",3.4,6,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Cycling,41,389,Snack,462,"34g Protein, 41g Carbs, 20g Fat",1.2,9,Good,Carb-heavy meal for recovery.,Avocado toast with seeds,Shrimp and avocado salad
Swimming,107,555,Breakfast,905,"22g Protein, 79g Carbs, 22g Fat",1.5,7,Excellent,Standard balanced diet.,Avocado toast with seeds,Roasted turkey with wild rice and green beans
Cycling,100,740,Snack,988,"10g Protein, 28g Carbs, 18g Fat",1.6,4,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Swimming,17,598,Breakfast,822,"16g Protein, 35g Carbs, 26g Fat",1.3,4,Excellent,Standard balanced diet.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Swimming,113,265,Snack,894,"25g Protein, 44g Carbs, 27g Fat",2.4,7,Excellent,Standard balanced diet.,Avocado toast with seeds,Tuna sandwich with whole-grain bread
Running,41,519,Snack,252,"44g Protein, 26g Carbs, 22g Fat",2,9,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Cycling,17,290,Dinner,409,"44g Protein, 63g Carbs, 17g Fat",3.1,10,Excellent,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Roasted turkey with wild rice and green beans
Swimming,69,800,Snack,756,"11g Protein, 82g Carbs, 7g Fat",1.9,6,Excellent,Standard balanced diet.,Vegetable omelet with spinach,Baked salmon with sweet potato and spinach
Yoga,26,454,Breakfast,570,"48g Protein, 58g Carbs, 7g Fat",1.4,8,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Scrambled eggs with turkey sausage
Swimming,45,567,Snack,396,"43g Protein, 88g Carbs, 16g Fat",1,8,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Beef stir-fry with vegetables
Cycling,116,648,Breakfast,251,"36g Protein, 40g Carbs, 20g Fat",1.5,7,Excellent,Carb-heavy meal for recovery.,Quinoa salad with chickpeas and veggies,Grilled chicken with quinoa and broccoli
Swimming,60,64,Snack,609,"17g Protein, 37g Carbs, 5g Fat",1.4,10,Fair,Standard balanced diet.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Cycling,32,595,Lunch,789,"29g Protein, 60g Carbs, 25g Fat",2.6,7,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Tuna sandwich with whole-grain bread
Running,45,251,Dinner,947,"37g Protein, 56g Carbs, 17g Fat",1.6,8,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Tuna sandwich with whole-grain bread
Cycling,41,219,Breakfast,409,"45g Protein, 73g Carbs, 13g Fat",2.6,6,Excellent,Carb-heavy meal for recovery.,Avocado toast with seeds,Grilled chicken with quinoa and broccoli
Swimming,55,211,Dinner,793,"23g Protein, 55g Carbs, 27g Fat",3,9,Fair,Standard balanced diet.,Avocado toast with seeds,Tuna sandwich with whole-grain bread
Running,27,97,Lunch,571,"49g Protein, 82g Carbs, 22g Fat",2.7,5,Good,Carb-heavy meal for recovery.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Cycling,96,684,Lunch,387,"10g Protein, 69g Carbs, 16g Fat",1.6,9,Good,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Baked salmon with sweet potato and spinach
Cycling,12,258,Snack,819,"31g Protein, 93g Carbs, 27g Fat",1,5,Good,Carb-heavy meal for recovery.,Greek yogurt with berries and granola,Shrimp and avocado salad
Strength Training,64,418,Snack,437,"24g Protein, 23g Carbs, 26g Fat",2.5,4,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Cycling,102,596,Dinner,636,"10g Protein, 64g Carbs, 9g Fat",1.7,10,Poor,High-protein meal with energizing carbs.,Quinoa salad with chickpeas and veggies,Grilled chicken with quinoa and broccoli
Swimming,97,201,Breakfast,691,"44g Protein, 68g Carbs, 11g Fat",1.6,5,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Baked salmon with sweet potato and spinach
Cycling,110,223,Dinner,270,"25g Protein, 75g Carbs, 23g Fat",1.4,6,Excellent,Carb-heavy meal for recovery.,Lentil soup with whole-grain bread,Tuna sandwich with whole-grain bread
Yoga,43,175,Snack,550,"46g Protein, 89g Carbs, 10g Fat",3.3,9,Excellent,Balanced meal with lean protein.,Vegetable omelet with spinach,Tuna sandwich with whole-grain bread
Strength Training,114,704,Snack,545,"28g Protein, 23g Carbs, 30g Fat",2.6,5,Good,Balanced meal with lean protein.,Vegetable omelet with spinach,Baked salmon with sweet potato and spinach
Running,19,127,Lunch,725,"15g Protein, 24g Carbs, 8g Fat",0.6,10,Poor,High-protein meal with energizing carbs.,Vegetable omelet with spinach,Roasted turkey with wild rice and green beans
Yoga,41,356,Breakfast,241,"21g Protein, 24g Carbs, 24g Fat",1.8,6,Good,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Shrimp and avocado salad
Yoga,74,731,Breakfast,244,"30g Protein, 78g Carbs, 5g Fat",2,10,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Beef stir-fry with vegetables
Running,63,175,Breakfast,659,"31g Protein, 84g Carbs, 11g Fat",3.4,8,Fair,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Scrambled eggs with turkey sausage
Yoga,33,782,Lunch,939,"28g Protein, 49g Carbs, 29g Fat",1.7,8,Poor,High-protein meal with energizing carbs.,Greek yogurt with berries and granola,Tuna sandwich with whole-grain bread
Cycling,20,277,Lunch,902,"39g Protein, 43g Carbs, 11g Fat",1.9,5,Poor,High-protein meal with energizing carbs.,Avocado toast with seeds,Baked salmon with sweet potato and spinach
Yoga,96,480,Dinner,446,"12g Protein, 83g Carbs, 27g Fat",2.2,6,Fair,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Cycling,17,317,Lunch,480,"10g Protein, 88g Carbs, 29g Fat",0.6,7,Good,Carb-heavy meal for recovery.,Quinoa salad with chickpeas and veggies,Baked salmon with sweet potato and spinach
Swimming,112,749,Dinner,651,"16g Protein, 26g Carbs, 15g Fat",2.5,9,Excellent,Standard balanced diet.,Greek yogurt with berries and granola,Baked salmon with sweet potato and spinach
Swimming,84,772,Breakfast,698,"29g Protein, 64g Carbs, 6g Fat",1.4,9,Fair,Standard balanced diet.,Tofu stir-fry with brown rice,Roasted turkey with wild rice and green beans
Yoga,51,774,Snack,820,"50g Protein, 58g Carbs, 9g Fat",2.6,7,Poor,High-protein meal with energizing carbs.,Tofu stir-fry with brown rice,Tuna sandwich with whole-grain bread
Running,50,285,Lunch,343,"26g Protein, 72g Carbs, 25g Fat",1.3,5,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Scrambled eggs with turkey sausage
Yoga,89,59,Lunch,959,"21g Protein, 38g Carbs, 9g Fat",0.5,7,Fair,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Scrambled eggs with turkey sausage
Swimming,32,373,Snack,698,"49g Protein, 61g Carbs, 29g Fat",1.5,6,Fair,Standard balanced diet.,Tofu stir-fry with brown rice,Roasted turkey with wild rice and green beans
Cycling,81,670,Dinner,587,"30g Protein, 68g Carbs, 7g Fat",2.1,5,Good,Carb-heavy meal for recovery.,Quinoa salad with chickpeas and veggies,Shrimp and avocado salad
Strength Training,28,252,Breakfast,584,"26g Protein, 82g Carbs, 24g Fat",0.8,7,Good,Balanced meal with lean protein.,Quinoa salad with chickpeas and veggies,Beef stir-fry with vegetables
Yoga,55,449,Snack,250,"25g Protein, 75g Carbs, 15g Fat",1.8,8,Fair,Balanced meal with lean protein.,Lentil soup with whole-grain bread,Shrimp and avocado salad
Yoga,105,447,Breakfast,545,"27g Protein, 35g Carbs, 7g Fat",1.4,4,Fair,Balanced meal with lean protein.,Greek yogurt with berries and granola,Beef stir-fry with vegetables
Swimming,109,609,Snack,253,"11g Protein, 68g Carbs, 25g Fat",2.9,5,Poor,High-protein meal with energizing carbs.,Vegetable curry with quinoa,Grilled chicken with quinoa and broccoli
Yoga,103,743,Snack,704,"12g Protein, 49g Carbs, 14g Fat",2.8,6,Excellent,Balanced meal with lean protein.,Greek yogurt with berries and granola,Roasted turkey with wild rice and green beans
Cycling,37,740,Breakfast,977,"49g Protein, 37g Carbs, 19g Fat",2.7,8,Good,Carb-heavy meal for recovery.,Tofu stir-fry with brown rice,Beef stir-fry with vegetables
Strength Training,77,618,Breakfast,870,"35g Protein, 38g Carbs, 29g Fat",2.1,6,Poor,High-protein meal with energizing carbs.,Lentil soup with whole-grain bread,Shrimp and avocado salad
